,registered,dteday,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_score,user_segment
413,413,2012-10-11,81,5,2255,3,3,3,9,Low-Value Users
414,414,2012-12-04,27,12,5667,4,4,4,12,Medium-Value Users
415,415,2012-10-08,84,11,5184,3,4,4,11,Medium-Value Users
416,416,2012-10-08,84,2,989,3,2,2,7,Low-Value Users
417,417,2012-10-05,87,13,6190,3,4,4,11,Medium-Value Users
418,418,2012-08-27,126,7,3350,2,3,3,8,Low-Value Users
419,419,2012-09-30,92,6,3359,3,3,3,9,Low-Value Users
420,420,2012-11-11,50,4,2265,3,3,3,9,Low-Value Users
421,421,2012-09-11,111,8,3918,2,3,4,9,Low-Value Users
422,422,2012-01-30,336,3,1321,2,2,2,6,Low-Value Users
423,423,2012-07-27,157,6,3040,2,3,3,8,Low-Value Users
424,424,2012-11-11,50,3,1638,3,2,2,7,Low-Value Users
425,425,2012-10-27,65,6,3039,3,3,3,9,Low-Value Users
426,426,2012-06-15,199,8,3852,2,3,4,9,Low-Value Users
427,427,2012-09-22,100,5,2649,3,3,3,9,Low-Value Users
428,428,2012-04-10,265,6,2890,2,3,3,8,Low-Value Users
429,429,2012-07-09,175,8,3895,2,3,4,9,Low-Value Users
430,430,2012-12-07,24,5,2395,4,3,3,10,Medium-Value Users
431,431,2012-07-03,181,3,1436,2,2,2,6,Low-Value Users
432,432,2012-12-14,17,9,4227,4,3,4,11,Medium-Value Users
433,433,2012-10-23,69,6,3307,3,3,3,9,Low-Value Users
434,434,2012-10-19,73,6,3387,3,3,4,10,Medium-Value Users
435,435,2012-10-13,79,6,3287,3,3,3,9,Low-Value Users
436,436,2012-10-20,72,8,4202,3,3,4,10,Medium-Value Users
437,437,2012-10-22,70,11,5597,3,4,4,11,Medium-Value Users
438,438,2012-07-24,160,5,2477,2,3,3,8,Low-Value Users
439,439,2012-10-21,71,3,1655,3,2,2,7,Low-Value Users
440,440,2012-07-19,165,4,1891,2,3,3,8,Low-Value Users
441,441,2012-10-20,72,4,2188,3,3,3,9,Low-Value Users
442,442,2012-05-08,237,7,3350,2,3,3,8,Low-Value Users
443,443,2012-09-22,100,5,2678,3,3,3,9,Low-Value Users
444,444,2012-12-03,28,6,2880,4,3,3,10,Medium-Value Users
445,445,2012-10-26,66,9,4851,3,3,4,10,Medium-Value Users
446,446,2012-12-13,18,4,2237,4,3,3,10,Medium-Value Users
447,447,2012-10-19,73,6,3208,3,3,3,9,Low-Value Users
448,448,2012-11-07,54,5,2671,3,3,3,9,Low-Value Users
449,449,2012-10-17,75,8,3883,3,3,4,10,Medium-Value Users
450,450,2012-12-20,11,6,3252,5,3,3,11,Medium-Value Users
451,451,2012-09-22,100,7,3668,3,3,4,10,Medium-Value Users
452,452,2012-08-02,151,5,2369,2,3,3,8,Low-Value Users
453,453,2012-11-05,56,9,4641,3,3,4,10,Medium-Value Users
454,454,2012-09-16,106,5,2847,2,3,3,8,Low-Value Users
455,455,2012-07-30,154,7,3462,2,3,4,9,Low-Value Users
456,456,2012-09-29,93,5,2959,3,3,3,9,Low-Value Users
457,457,2012-10-23,69,3,1547,3,2,2,7,Low-Value Users
458,458,2012-09-09,113,8,4127,2,3,4,9,Low-Value Users
459,459,2012-08-31,122,7,3477,2,3,4,9,Low-Value Users
460,460,2012-09-22,100,5,2817,3,3,3,9,Low-Value Users
461,461,2012-10-15,77,7,3539,3,3,4,10,Medium-Value Users
462,462,2012-07-03,181,6,3063,2,3,3,8,Low-Value Users
463,463,2012-08-23,130,6,3172,2,3,3,8,Low-Value Users
464,464,2012-12-21,10,6,3167,5,3,3,11,Medium-Value Users
465,465,2012-10-24,68,7,3531,3,3,4,10,Medium-Value Users
466,466,2011-08-05,514,2,1095,2,2,2,6,Low-Value Users
467,467,2012-10-17,75,9,4680,3,3,4,10,Medium-Value Users
468,468,2012-09-21,101,4,2154,3,3,3,9,Low-Value Users
469,469,2012-11-27,34,6,3158,4,3,3,10,Medium-Value Users
470,470,2012-10-01,91,6,3093,3,3,3,9,Low-Value Users
471,471,2012-10-18,74,5,2524,3,3,3,9,Low-Value Users
472,472,2012-07-18,166,7,3720,2,3,4,9,Low-Value Users
473,473,2012-12-07,24,8,4492,4,3,4,11,Medium-Value Users
474,474,2012-10-10,82,8,4473,3,3,4,10,Medium-Value Users
475,475,2012-05-18,227,4,2133,2,3,3,8,Low-Value Users
476,476,2011-05-20,591,1,517,2,2,2,6,Low-Value Users
477,477,2012-11-06,55,2,992,3,2,2,7,Low-Value Users
478,478,2012-12-17,14,9,4693,5,3,4,12,Medium-Value Users
479,479,2012-01-24,342,3,1579,2,2,2,6,Low-Value Users
480,480,2012-09-04,118,9,4750,2,3,4,9,Low-Value Users
481,481,2012-10-05,87,3,1629,3,2,2,7,Low-Value Users
482,483,2012-11-16,45,10,5543,4,4,4,12,Medium-Value Users
483,484,2012-06-28,186,8,4400,2,3,4,9,Low-Value Users
484,485,2011-06-03,577,2,1102,2,2,2,6,Low-Value Users
485,486,2012-11-12,49,9,4893,3,3,4,10,Medium-Value Users
486,487,2012-05-31,214,5,2751,2,3,3,8,Low-Value Users
487,488,2012-10-18,74,7,3871,3,3,4,10,Medium-Value Users
488,489,2012-11-30,31,9,4698,4,3,4,11,Medium-Value Users
489,490,2012-11-12,49,5,2718,3,3,3,9,Low-Value Users
490,491,2012-11-08,53,6,3577,3,3,4,10,Medium-Value Users
491,492,2012-07-31,153,7,3840,2,3,4,9,Low-Value Users
492,493,2012-12-17,14,4,2190,5,3,3,11,Medium-Value Users
493,494,2012-11-27,34,2,1009,4,2,2,8,Low-Value Users
494,495,2012-12-04,27,6,3188,4,3,3,10,Medium-Value Users
495,496,2012-09-23,99,4,2478,3,3,3,9,Low-Value Users
496,497,2012-10-25,67,5,2742,3,3,3,9,Low-Value Users
497,498,2012-10-10,82,6,3205,3,3,3,9,Low-Value Users
498,499,2012-08-27,126,3,1703,2,2,2,6,Low-Value Users
499,500,2012-08-21,132,4,2185,2,3,3,8,Low-Value Users
500,501,2012-11-07,54,4,2143,3,3,3,9,Low-Value Users
501,502,2012-11-26,35,4,2259,4,3,3,10,Medium-Value Users
502,503,2012-07-16,168,3,1710,2,2,2,6,Low-Value Users
503,504,2012-10-03,89,4,2113,3,3,3,9,Low-Value Users
504,505,2012-10-16,76,3,1613,3,2,2,7,Low-Value Users
505,506,2012-10-24,68,5,2770,3,3,3,9,Low-Value Users
506,507,2012-12-13,18,4,2297,4,3,3,10,Medium-Value Users
507,508,2012-06-25,189,4,2154,2,3,3,8,Low-Value Users
508,509,2012-08-02,151,5,2891,2,3,3,8,Low-Value Users
509,510,2012-09-09,113,5,3025,2,3,3,8,Low-Value Users
510,511,2012-09-27,95,3,1721,3,2,2,7,Low-Value Users
511,512,2012-12-18,13,4,2285,5,3,3,11,Medium-Value Users
512,513,2012-09-24,98,4,2283,3,3,3,9,Low-Value Users
513,514,2012-11-27,34,9,4922,4,3,4,11,Medium-Value Users
514,515,2012-12-12,19,4,2298,4,3,3,10,Medium-Value Users
515,516,2012-04-19,256,5,2831,2,3,3,8,Low-Value Users
516,517,2012-02-27,308,4,2303,2,3,3,8,Low-Value Users
517,518,2012-05-11,234,2,1155,2,2,2,6,Low-Value Users
518,519,2012-10-23,69,2,1152,3,2,2,7,Low-Value Users
519,520,2012-11-29,32,1,537,4,2,2,8,Low-Value Users
520,521,2011-05-17,594,1,604,2,2,2,6,Low-Value Users
521,522,2012-10-24,68,3,1723,3,2,2,7,Low-Value Users
522,523,2012-12-11,20,7,4079,4,3,4,11,Medium-Value Users
523,524,2012-08-22,131,4,2386,2,3,3,8,Low-Value Users
524,525,2012-08-15,138,4,2448,2,3,3,8,Low-Value Users
525,526,2012-09-23,99,1,776,3,2,2,7,Low-Value Users
526,527,2012-04-11,264,5,2980,2,3,3,8,Low-Value Users
527,529,2012-09-19,103,4,2411,2,3,3,8,Low-Value Users
528,530,2012-11-28,33,3,1723,4,2,2,8,Low-Value Users
529,531,2012-08-29,124,4,2293,2,3,3,8,Low-Value Users
530,532,2012-08-30,123,5,3079,2,3,3,8,Low-Value Users
531,533,2012-12-18,13,5,2928,5,3,3,11,Medium-Value Users
532,534,2012-11-20,41,7,4089,4,3,4,11,Medium-Value Users
533,535,2012-06-21,193,1,615,2,2,2,6,Low-Value Users
534,536,2012-12-19,12,2,1155,5,2,2,9,Low-Value Users
535,537,2012-08-23,130,4,2397,2,3,3,8,Low-Value Users
536,538,2012-05-01,244,1,557,2,2,2,6,Low-Value Users
537,539,2012-12-07,24,7,4027,4,3,4,11,Medium-Value Users
538,540,2012-12-12,19,7,4085,4,3,4,11,Medium-Value Users
539,541,2012-11-15,46,1,563,3,2,2,7,Low-Value Users
540,542,2012-12-06,25,4,2449,4,3,3,10,Medium-Value Users
541,543,2012-11-14,47,4,2375,3,3,3,9,Low-Value Users
542,544,2012-12-10,21,3,1718,4,2,2,8,Low-Value Users
543,545,2012-03-08,298,2,1187,2,2,2,6,Low-Value Users
544,546,2012-12-19,12,4,2275,5,3,3,11,Medium-Value Users
545,547,2012-05-04,241,3,1817,2,2,3,7,Low-Value Users
546,548,2012-07-02,182,2,1239,2,2,2,6,Low-Value Users
547,549,2012-09-13,109,5,2961,2,3,3,8,Low-Value Users
548,551,2012-11-30,31,5,2987,4,3,3,10,Medium-Value Users
549,552,2012-08-10,143,1,640,2,2,2,6,Low-Value Users
550,553,2012-11-20,41,3,1804,4,2,3,9,Low-Value Users
551,554,2012-06-04,210,3,1823,2,2,3,7,Low-Value Users
552,555,2012-06-25,189,3,1839,2,2,3,7,Low-Value Users
553,556,2012-11-08,53,2,1176,3,2,2,7,Low-Value Users
554,557,2012-09-12,110,3,1864,2,2,3,7,Low-Value Users
555,558,2012-08-16,137,2,1345,2,2,2,6,Low-Value Users
556,559,2012-11-19,42,1,580,4,2,2,8,Low-Value Users
557,560,2012-07-11,173,2,1287,2,2,2,6,Low-Value Users
558,561,2012-08-17,136,2,1279,2,2,2,6,Low-Value Users
559,562,2012-09-10,112,2,1273,2,2,2,6,Low-Value Users
560,563,2012-11-15,46,3,1742,3,2,3,8,Low-Value Users
561,564,2012-11-14,47,5,3160,3,3,3,9,Low-Value Users
562,565,2012-04-26,249,2,1246,2,2,2,6,Low-Value Users
563,566,2012-10-12,80,1,642,3,2,2,7,Low-Value Users
564,567,2012-08-08,145,4,2471,2,3,3,8,Low-Value Users
565,568,2012-11-06,55,1,588,3,2,2,7,Low-Value Users
566,570,2012-05-22,223,2,1259,2,2,2,6,Low-Value Users
567,571,2012-10-01,91,2,1206,3,2,2,7,Low-Value Users
568,572,2012-09-11,111,2,1289,2,2,2,6,Low-Value Users
569,573,2012-08-03,150,2,1256,2,2,2,6,Low-Value Users
570,575,2012-12-10,21,4,2473,4,3,3,10,Medium-Value Users
571,576,2012-12-05,26,3,1952,4,2,3,9,Low-Value Users
572,577,2012-06-28,186,3,1865,2,2,3,7,Low-Value Users
573,578,2012-12-10,21,2,1221,4,2,2,8,Low-Value Users
574,579,2012-05-11,234,3,1810,2,2,3,7,Low-Value Users
575,580,2012-12-11,20,5,3126,4,3,3,10,Medium-Value Users
576,581,2012-11-02,59,2,1233,3,2,2,7,Low-Value Users
577,582,2012-12-17,14,3,1912,5,2,3,10,Medium-Value Users
578,583,2012-11-07,54,1,601,3,2,2,7,Low-Value Users
579,584,2012-10-26,66,3,1948,3,2,3,8,Low-Value Users
580,585,2012-12-20,11,1,599,5,2,2,9,Low-Value Users
581,586,2012-12-06,25,3,1882,4,2,3,9,Low-Value Users
582,588,2012-05-29,216,1,634,2,2,2,6,Low-Value Users
583,589,2012-09-26,96,3,1967,3,2,3,8,Low-Value Users
584,591,2012-08-14,139,2,1290,2,2,2,6,Low-Value Users
585,592,2012-08-22,131,1,683,2,2,2,6,Low-Value Users
586,593,2012-11-09,52,2,1484,3,2,2,7,Low-Value Users
587,594,2012-09-13,109,3,1980,2,2,3,7,Low-Value Users
588,595,2012-06-18,196,2,1259,2,2,2,6,Low-Value Users
589,596,2012-06-12,202,2,1309,2,2,2,6,Low-Value Users
590,597,2012-11-06,55,2,1324,3,2,2,7,Low-Value Users
591,598,2012-09-05,117,5,3304,2,3,3,8,Low-Value Users
592,599,2012-04-24,251,2,1275,2,2,2,6,Low-Value Users
593,600,2012-06-20,194,1,643,2,2,2,6,Low-Value Users
594,601,2012-04-16,259,2,1441,2,2,2,6,Low-Value Users
595,602,2012-05-07,238,2,1303,2,2,2,6,Low-Value Users
596,603,2012-05-15,230,2,1308,2,2,2,6,Low-Value Users
597,604,2012-11-05,56,3,1908,3,2,3,8,Low-Value Users
598,605,2012-05-17,228,2,1275,2,2,2,6,Low-Value Users
599,608,2012-05-07,238,2,1266,2,2,2,6,Low-Value Users
600,609,2012-09-28,94,2,1320,3,2,2,7,Low-Value Users
601,610,2012-04-05,270,1,638,2,2,2,6,Low-Value Users
602,611,2012-06-20,194,2,1355,2,2,2,6,Low-Value Users
603,613,2012-06-11,203,2,1353,2,2,2,6,Low-Value Users
604,614,2012-03-13,293,1,676,2,2,2,6,Low-Value Users
605,615,2012-10-31,61,5,3341,3,3,3,9,Low-Value Users
606,616,2012-05-01,244,2,1410,2,2,2,6,Low-Value Users
607,617,2012-09-04,118,4,2669,2,3,3,8,Low-Value Users
608,618,2012-08-20,133,3,2014,2,2,3,7,Low-Value Users
609,619,2012-08-10,143,3,2088,2,2,3,7,Low-Value Users
610,620,2012-07-20,164,3,2140,2,2,3,7,Low-Value Users
611,621,2012-04-13,262,1,738,2,2,2,6,Low-Value Users
612,622,2012-09-06,116,2,1302,2,2,2,6,Low-Value Users
613,623,2012-12-14,17,2,1348,4,2,2,8,Low-Value Users
614,624,2012-07-18,166,1,679,2,2,2,6,Low-Value Users
615,625,2012-11-15,46,5,3309,3,3,3,9,Low-Value Users
616,626,2012-04-10,265,1,704,2,2,2,6,Low-Value Users
617,627,2012-08-24,129,2,1515,2,2,2,6,Low-Value Users
618,628,2012-11-01,60,5,3424,3,3,4,10,Medium-Value Users
619,629,2012-11-26,35,3,1991,4,2,3,9,Low-Value Users
620,631,2012-04-17,258,1,673,2,2,2,6,Low-Value Users
621,632,2012-05-29,216,1,710,2,2,2,6,Low-Value Users
622,633,2012-06-19,195,1,673,2,2,2,6,Low-Value Users
623,634,2012-06-28,186,5,3581,2,3,4,9,Low-Value Users
624,636,2012-08-03,150,1,668,2,2,2,6,Low-Value Users
625,637,2012-06-06,208,1,668,2,2,2,6,Low-Value Users
626,638,2012-06-27,187,2,1421,2,2,2,6,Low-Value Users
627,639,2012-10-02,90,2,1345,3,2,2,7,Low-Value Users
628,640,2012-09-18,104,4,2799,2,3,3,8,Low-Value Users
629,641,2012-05-08,237,1,710,2,2,2,6,Low-Value Users
630,642,2012-08-15,138,6,4267,2,3,4,9,Low-Value Users
631,643,2012-06-04,210,1,665,2,2,2,6,Low-Value Users
632,644,2012-07-11,173,1,674,2,2,2,6,Low-Value Users
633,645,2012-04-04,271,1,744,2,2,2,6,Low-Value Users
634,646,2012-12-06,25,3,2159,4,2,3,9,Low-Value Users
635,647,2012-09-17,105,3,2223,2,2,3,7,Low-Value Users
636,648,2012-08-13,140,3,2151,2,2,3,7,Low-Value Users
637,649,2012-11-20,41,4,2737,4,3,3,10,Medium-Value Users
638,650,2012-11-19,42,1,663,4,2,2,8,Low-Value Users
639,651,2012-04-19,256,1,677,2,2,2,6,Low-Value Users
640,652,2012-12-18,13,5,3434,5,3,4,12,Medium-Value Users
641,653,2012-07-12,172,2,1386,2,2,2,6,Low-Value Users
642,654,2012-08-31,122,2,1491,2,2,2,6,Low-Value Users
643,655,2012-12-13,18,2,1440,4,2,2,8,Low-Value Users
644,656,2012-11-02,59,3,2241,3,2,3,8,Low-Value Users
645,658,2012-07-02,182,1,730,2,2,2,6,Low-Value Users
646,659,2012-05-24,221,2,1421,2,2,2,6,Low-Value Users
647,660,2012-07-13,171,1,713,2,2,2,6,Low-Value Users
648,661,2012-06-07,207,3,2251,2,2,3,7,Low-Value Users
649,662,2012-10-11,81,3,2193,3,2,3,8,Low-Value Users
650,663,2012-06-08,206,2,1448,2,2,2,6,Low-Value Users
651,664,2012-11-29,32,4,2807,4,3,3,10,Medium-Value Users
652,665,2012-12-19,12,5,3667,5,3,4,12,Medium-Value Users
653,666,2012-12-03,28,1,692,4,2,2,8,Low-Value Users
654,667,2012-05-07,238,1,769,2,2,2,6,Low-Value Users
655,668,2012-11-09,52,4,2766,3,3,3,9,Low-Value Users
656,669,2012-07-16,168,2,1478,2,2,2,6,Low-Value Users
657,670,2012-12-12,19,6,4318,4,3,4,11,Medium-Value Users
658,672,2012-07-23,161,2,1454,2,2,2,6,Low-Value Users
659,673,2012-04-17,258,1,781,2,2,2,6,Low-Value Users
660,674,2012-09-28,94,2,1486,3,2,2,7,Low-Value Users
661,675,2012-07-17,167,3,2157,2,2,3,7,Low-Value Users
662,677,2012-10-02,90,4,3092,3,3,3,9,Low-Value Users
663,678,2012-07-19,165,2,1569,2,2,2,6,Low-Value Users
664,679,2012-06-08,206,2,1583,2,2,2,6,Low-Value Users
665,680,2012-07-26,158,2,1439,2,2,2,6,Low-Value Users
666,681,2012-08-02,151,3,2287,2,2,3,7,Low-Value Users
667,682,2012-06-14,200,1,719,2,2,2,6,Low-Value Users
668,683,2012-11-28,33,1,692,4,2,2,8,Low-Value Users
669,684,2012-10-31,61,3,2272,3,2,3,8,Low-Value Users
670,688,2012-06-06,208,2,1594,2,2,2,6,Low-Value Users
671,689,2012-08-08,145,1,737,2,2,2,6,Low-Value Users
672,690,2012-09-07,115,1,719,2,2,2,6,Low-Value Users
673,691,2012-07-23,161,2,1529,2,2,2,6,Low-Value Users
674,692,2012-10-26,66,3,2350,3,2,3,8,Low-Value Users
675,693,2012-12-04,27,3,2500,4,2,3,9,Low-Value Users
676,694,2012-11-16,45,2,1454,4,2,2,8,Low-Value Users
677,695,2012-08-24,129,1,812,2,2,2,6,Low-Value Users
678,696,2012-10-22,70,3,2196,3,2,3,8,Low-Value Users
679,697,2012-09-10,112,5,3970,2,3,4,9,Low-Value Users
680,698,2012-10-09,83,2,1536,3,2,2,7,Low-Value Users
681,699,2012-09-21,101,2,1615,3,2,2,7,Low-Value Users
682,700,2012-12-04,27,3,2249,4,2,3,9,Low-Value Users
683,701,2012-08-30,123,1,754,2,2,2,6,Low-Value Users
684,702,2012-09-11,111,1,750,2,2,2,6,Low-Value Users
685,703,2012-08-24,129,3,2297,2,2,3,7,Low-Value Users
686,704,2012-07-12,172,2,1590,2,2,2,6,Low-Value Users
687,706,2012-10-12,80,1,837,3,2,2,7,Low-Value Users
688,707,2012-09-28,94,1,808,3,2,2,7,Low-Value Users
689,708,2012-12-11,20,2,1498,4,2,2,8,Low-Value Users
690,709,2012-11-30,31,4,3146,4,3,3,10,Medium-Value Users
691,711,2012-10-12,80,4,3080,3,3,3,9,Low-Value Users
692,712,2012-12-03,28,2,1503,4,2,2,8,Low-Value Users
693,713,2012-10-15,77,1,737,3,2,2,7,Low-Value Users
694,714,2012-10-26,66,1,734,3,2,2,7,Low-Value Users
695,715,2012-09-14,108,2,1566,2,2,2,6,Low-Value Users
696,716,2012-08-13,140,3,2426,2,2,3,7,Low-Value Users
697,718,2012-08-02,151,1,739,2,2,2,6,Low-Value Users
698,719,2012-09-24,98,5,4052,3,3,4,10,Medium-Value Users
699,720,2012-10-18,74,2,1539,3,2,2,7,Low-Value Users
700,723,2012-08-16,137,1,832,2,2,2,6,Low-Value Users
701,725,2012-09-13,109,2,1569,2,2,2,6,Low-Value Users
702,726,2012-10-22,70,5,4009,3,3,4,10,Medium-Value Users
703,727,2012-09-12,110,1,770,2,2,2,6,Low-Value Users
704,730,2012-07-31,153,2,1603,2,2,2,6,Low-Value Users
705,732,2012-10-25,67,1,809,3,2,2,7,Low-Value Users
706,733,2012-10-23,69,4,3212,3,3,3,9,Low-Value Users
707,734,2012-08-14,139,3,2517,2,2,3,7,Low-Value Users
708,735,2012-07-30,154,2,1626,2,2,2,6,Low-Value Users
709,736,2012-08-28,125,1,818,2,2,2,6,Low-Value Users
710,737,2012-12-05,26,2,1586,4,2,2,8,Low-Value Users
711,739,2012-09-21,101,2,1671,3,2,2,7,Low-Value Users
712,740,2012-09-17,105,2,1672,2,2,2,6,Low-Value Users
713,741,2012-09-06,116,2,1657,2,2,2,6,Low-Value Users
714,742,2012-10-05,87,2,1727,3,2,2,7,Low-Value Users
715,743,2012-08-07,146,2,1711,2,2,2,6,Low-Value Users
716,744,2012-10-01,91,5,4205,3,3,4,10,Medium-Value Users
717,745,2012-09-04,118,3,2489,2,2,3,7,Low-Value Users
718,746,2012-10-25,67,5,4079,3,3,4,10,Medium-Value Users
719,749,2012-10-05,87,4,3301,3,3,3,9,Low-Value Users
720,750,2012-06-14,200,1,867,2,2,2,6,Low-Value Users
721,751,2012-08-30,123,3,2536,2,2,3,7,Low-Value Users
722,756,2012-10-03,89,2,1649,3,2,2,7,Low-Value Users
723,757,2012-09-14,108,4,3420,2,3,4,9,Low-Value Users
724,758,2012-10-09,83,5,4113,3,3,4,10,Medium-Value Users
725,760,2012-07-23,161,1,847,2,2,2,6,Low-Value Users
726,761,2012-09-06,116,1,835,2,2,2,6,Low-Value Users
727,762,2012-10-23,69,2,1696,3,2,2,7,Low-Value Users
728,764,2012-09-25,97,2,1655,3,2,2,7,Low-Value Users
729,765,2012-07-30,154,1,827,2,2,2,6,Low-Value Users
730,766,2012-10-17,75,1,888,3,2,2,7,Low-Value Users
731,767,2012-10-16,76,4,3489,3,3,4,10,Medium-Value Users
732,768,2012-08-15,138,1,848,2,2,2,6,Low-Value Users
733,769,2012-07-10,174,2,1745,2,2,3,7,Low-Value Users
734,770,2012-05-02,243,1,813,2,2,2,6,Low-Value Users
735,773,2012-10-11,81,1,798,3,2,2,7,Low-Value Users
736,774,2012-10-25,67,3,2544,3,2,3,8,Low-Value Users
737,775,2012-08-02,151,2,1734,2,2,3,7,Low-Value Users
738,777,2012-10-24,68,1,801,3,2,2,7,Low-Value Users
739,778,2012-06-07,207,1,869,2,2,2,6,Low-Value Users
740,779,2012-10-17,75,1,817,3,2,2,7,Low-Value Users
741,780,2012-09-05,117,2,1671,2,2,2,6,Low-Value Users
742,781,2012-10-03,89,2,1709,3,2,2,7,Low-Value Users
743,782,2012-06-13,201,1,857,2,2,2,6,Low-Value Users
744,783,2012-07-25,159,1,913,2,2,2,6,Low-Value Users
745,786,2012-08-21,132,2,1769,2,2,3,7,Low-Value Users
746,787,2012-10-10,82,3,2619,3,2,3,8,Low-Value Users
747,788,2012-10-18,74,1,890,3,2,2,7,Low-Value Users
748,789,2012-10-04,88,1,901,3,2,2,7,Low-Value Users
749,790,2012-07-09,175,1,872,2,2,2,6,Low-Value Users
750,791,2012-10-01,91,1,856,3,2,2,7,Low-Value Users
751,794,2012-10-17,75,1,884,3,2,2,7,Low-Value Users
752,795,2012-10-24,68,1,858,3,2,2,7,Low-Value Users
753,796,2012-06-26,188,1,900,2,2,2,6,Low-Value Users
754,800,2012-10-16,76,1,835,3,2,2,7,Low-Value Users
755,802,2012-09-11,111,1,970,2,2,2,6,Low-Value Users
756,803,2012-10-18,74,1,834,3,2,2,7,Low-Value Users
757,806,2012-10-10,82,1,839,3,2,2,7,Low-Value Users
758,807,2012-09-19,103,1,892,2,2,2,6,Low-Value Users
759,808,2012-09-26,96,1,838,3,2,2,7,Low-Value Users
760,809,2012-09-24,98,1,898,3,2,2,7,Low-Value Users
761,810,2012-08-20,133,1,893,2,2,2,6,Low-Value Users
762,811,2012-09-12,110,2,1866,2,2,3,7,Low-Value Users
763,812,2012-10-04,88,2,1773,3,2,3,8,Low-Value Users
764,815,2012-09-26,96,1,884,3,2,2,7,Low-Value Users
765,818,2012-09-27,95,1,905,3,2,2,7,Low-Value Users
766,822,2012-09-27,95,1,899,3,2,2,7,Low-Value Users
767,833,2012-10-03,89,1,917,3,2,2,7,Low-Value Users
768,838,2012-10-22,70,1,922,3,2,2,7,Low-Value Users
769,839,2012-10-16,76,1,943,3,2,2,7,Low-Value Users
770,857,2012-10-10,82,2,1916,3,2,3,8,Low-Value Users
771,860,2012-09-25,97,1,967,3,2,2,7,Low-Value Users
772,871,2012-10-23,69,1,938,3,2,2,7,Low-Value Users
773,876,2012-10-24,68,2,1916,3,2,3,8,Low-Value Users
774,885,2012-09-20,102,1,976,2,2,2,6,Low-Value Users
775,886,2012-09-12,110,1,977,2,2,2,6,Low-Value Users
